CarID,Dimensions.Height,Dimensions.Length,Dimensions.Width
3212,74,70,240
3213,74,70,240
3214,82,70,240
3215,82,70,240
3216,78,155,92
3217,217,33,73
3218,217,33,73
3219,188,144,69
3220,188,144,69
3221,188,144,69
3222,188,144,69
3223,188,144,69
3224,188,144,69
3225,185,144,74
3226,191,98,13
3227,191,98,13
3228,191,98,13
3229,191,98,13
3230,242,105,13
3231,242,105,13
3232,242,105,13
3233,242,105,13
3234,57,87,199
3235,57,87,199
3236,57,87,199
3237,57,87,199
3238,57,87,199
3239,57,87,199
3240,57,87,199
3241,57,87,199
3242,57,87,199
3243,57,87,199
3244,57,87,199
3245,57,87,199
3246,57,87,199
3247,57,87,199
3248,57,87,199
3249,57,87,199
3250,165,192,41
3251,165,192,41
3252,165,192,41
3253,165,192,41
3254,165,192,41
3255,165,192,41
3256,165,192,41
3257,165,192,41
3258,165,192,41
3259,165,192,41
3260,155,237,28
3261,145,237,28
3262,145,237,28
3263,236,30,74
3264,236,30,74
3265,246,29,74
3266,236,30,74
3267,236,30,74
3268,233,29,74
3269,85,215,240
3270,85,215,240
3271,85,215,240
3272,79,215,240
3273,79,215,240
3274,85,215,240
3275,79,215,240
3276,85,215,240
3277,85,215,240
3278,85,215,240
3279,79,215,240
3280,79,215,240
3281,79,215,240
3282,85,215,240
3283,85,215,240
3284,79,215,240
3285,79,215,240
3286,153,245,217
3287,153,245,217
3288,153,245,217
3289,153,245,217
3290,153,245,217
3291,153,245,217
3292,153,245,217
3293,153,245,217
3294,153,245,217
3295,153,245,217
3296,153,245,217
3297,153,245,217
3298,195,62,203
3299,195,62,203
3300,77,185,240
3301,77,185,240
3302,77,185,240
3303,77,185,240
3304,77,185,240
3305,77,185,240
3306,195,62,203
3307,195,62,203
3308,226,126,29
3309,226,126,29
3310,226,126,29
3311,226,126,29
3312,82,215,240
3313,82,215,240
3314,79,215,240
3315,79,215,240
3316,82,215,240
3317,79,215,240
3318,82,215,240
3319,82,215,240
3320,82,215,240
3321,79,215,240
3322,79,215,240
3323,79,215,240
3324,82,215,240
3325,82,215,240
3326,82,215,240
3327,79,215,240
3328,79,215,240
3329,82,207,240
3330,82,207,240
3331,77,102,240
3332,77,102,240
3333,77,102,240
3334,82,102,240
3335,82,102,240
3336,82,102,240
3337,77,102,240
3338,77,102,240
3339,82,102,240
3340,82,102,240
3341,102,188,224
3342,102,188,224
3343,102,188,224
3344,118,188,224
3345,118,188,224
3346,97,235,224
3347,118,188,224
3348,115,184,224
3349,115,184,224
3350,115,184,224
3351,130,184,224
3352,130,184,224
3353,115,184,224
3354,115,184,224
3355,130,184,224
3356,130,184,224
3357,115,184,224
3358,130,184,224
3359,115,184,224
3360,115,184,224
3361,130,184,224
3362,130,184,224
3363,115,184,224
3364,115,184,224
3365,130,184,224
3366,115,184,224
3367,130,184,224
3368,130,184,224
3369,145,228,8
3370,145,228,8
3371,160,228,8
3372,145,228,8
3373,145,228,8
3374,97,235,224
3375,118,188,224
3376,135,228,41
3377,135,228,41
3378,239,228,102
3379,239,228,102
3380,142,165,41
3381,142,165,41
3382,249,165,102
3383,249,165,102
3384,249,165,102
3385,249,165,102
3386,249,165,102
3387,249,165,102
3388,142,165,102
3389,244,245,102
3390,244,245,102
3391,244,165,102
3392,244,165,102
3393,244,245,102
3394,244,165,102
3395,130,165,87
3396,145,228,8
3397,145,228,8
3398,160,228,8
3399,145,228,8
3400,132,228,41
3401,132,228,41
3402,239,228,102
3403,239,228,102
3404,132,165,41
3405,132,165,41
3406,239,165,102
3407,239,165,102
3408,239,165,102
3409,239,165,102
3410,239,165,102
3411,239,165,102
3412,244,165,102
3413,244,165,102
3414,244,245,102
3415,244,165,102
3416,244,245,102
3417,120,165,87
3418,74,70,240
3419,82,70,240
3420,82,70,240
3421,82,70,240
3422,74,70,240
3423,74,70,240
3424,82,70,240
3425,82,70,240
3426,112,22,181
3427,112,22,181
3428,112,22,181
3429,112,22,181
3430,181,22,206
3431,181,22,206
3432,181,22,206
3433,181,22,206
3434,181,22,206
3435,120,140,181
3436,120,140,181
3437,120,140,181
3438,120,140,181
3439,188,140,206
3440,188,140,206
3441,188,140,206
3442,85,215,240
3443,85,215,240
3444,85,215,240
3445,77,185,240
3446,77,185,240
3447,85,215,240
3448,77,185,240
3449,85,215,240
3450,85,215,240
3451,85,215,240
3452,77,185,240
3453,77,185,240
3454,77,185,240
3455,85,215,240
3456,85,215,240
3457,77,185,240
3458,85,215,240
3459,112,140,181
3460,112,140,181
3461,112,140,181
3462,112,140,181
3463,112,140,181
3464,112,140,181
3465,112,140,181
3466,181,140,206
3467,181,140,206
3468,181,140,206
3469,181,140,206
3470,181,140,206
3471,181,140,206
3472,181,140,206
3473,77,185,240
3474,77,185,240
3475,77,185,240
3476,77,185,240
3477,77,185,240
3478,77,185,240
3479,112,22,181
3480,112,22,181
3481,112,22,181
3482,112,22,181
3483,112,22,181
3484,181,22,206
3485,181,22,206
3486,181,22,206
3487,181,22,206
3488,181,22,206
3489,181,22,206
3490,120,140,181
3491,120,140,181
3492,120,140,181
3493,120,140,181
3494,120,140,181
3495,188,140,206
3496,188,140,206
3497,188,140,206
3498,188,140,206
3499,112,140,181
3500,112,140,181
3501,112,140,181
3502,112,140,181
3503,112,140,181
3504,112,140,181
3505,112,140,181
3506,112,140,181
3507,112,140,181
3508,181,140,206
3509,181,140,206
3510,181,140,206
3511,181,140,206
3512,181,140,206
3513,181,140,206
3514,181,140,206
3515,181,140,206
3516,181,140,206
3517,82,215,240
3518,82,215,240
3519,79,215,240
3520,79,215,240
3521,82,215,240
3522,79,215,240
3523,82,215,240
3524,82,215,240
3525,82,215,240
3526,79,215,240
3527,79,215,240
3528,79,215,240
3529,82,215,240
3530,82,215,240
3531,82,215,240
3532,79,215,240
3533,79,215,240
3534,82,207,240
3535,79,207,240
3536,74,153,224
3537,74,153,224
3538,74,153,224
3539,74,153,224
3540,74,153,224
3541,74,153,224
3542,64,153,224
3543,64,153,224
3544,54,153,224
3545,54,153,224
3546,228,89,188
3547,228,89,188
3548,228,89,188
3549,228,89,188
3550,7,96,113
3551,244,89,188
3552,244,89,188
3553,7,96,113
3554,133,208,237
3555,133,208,237
3556,143,208,237
3557,143,208,237
3558,133,176,237
3559,133,176,237
3560,143,176,237
3561,143,176,237
3562,133,176,237
3563,133,176,237
3564,143,176,237
3565,133,176,237
3566,143,176,237
3567,143,176,237
3568,133,122,237
3569,143,122,237
3570,133,176,237
3571,143,176,237
3572,143,176,237
3573,143,176,237
3574,128,176,237
3575,138,176,237
3576,128,176,237
3577,138,176,237
3578,138,176,237
3579,128,176,237
3580,134,27,8
3581,134,27,8
3582,134,27,8
3583,135,22,8
3584,135,27,8
3585,135,27,8
3586,167,3,102
3587,167,127,102
3588,167,3,102
3589,167,127,102
3590,167,3,102
3591,167,127,102
3592,138,176,237
3593,138,176,237
3594,226,126,29
3595,226,126,29
3596,226,126,29
3597,226,126,29
3598,2,96,113
3599,2,96,113
3600,244,127,57
3601,244,214,57
3602,244,127,57
3603,208,127,57
3604,208,127,57
3605,234,127,57
3606,112,22,181
3607,112,22,181
3608,112,22,181
3609,112,22,181
3610,112,22,181
3611,181,22,206
3612,181,22,206
3613,181,22,206
3614,181,22,206
3615,181,22,206
3616,181,22,206
3617,120,140,181
3618,120,140,181
3619,120,140,181
3620,120,140,181
3621,120,140,181
3622,188,140,206
3623,188,140,206
3624,188,140,206
3625,188,140,206
3626,112,140,181
3627,112,140,181
3628,112,140,181
3629,112,140,181
3630,112,140,181
3631,112,140,181
3632,112,140,181
3633,112,140,181
3634,112,140,181
3635,181,140,206
3636,181,140,206
3637,181,140,206
3638,181,140,206
3639,181,140,206
3640,181,140,206
3641,112,140,181
3642,181,140,206
3643,181,140,206
3644,208,99,57
3645,132,172,29
3646,132,172,29
3647,132,172,29
3648,208,99,57
3649,234,99,57
3650,234,99,57
3651,244,99,57
3652,234,99,57
3653,244,99,57
3654,244,196,57
3655,244,99,57
3656,85,99,57
3657,244,99,57
3658,234,99,57
3659,244,99,57
3660,85,99,57
3661,244,99,57
3662,244,196,57
3663,208,99,57
3664,57,196,57
3665,234,99,57
3666,244,99,57
3667,244,99,57
3668,244,99,57
3669,244,99,57
3670,234,99,57
3671,234,99,57
3672,208,99,57
3673,73,196,57
3674,244,99,57
3675,244,127,57
3676,244,214,57
3677,244,214,57
3678,244,127,57
3679,208,127,57
3680,208,127,57
3681,208,127,57
3682,234,127,57
3683,234,127,57
3684,132,172,29
3685,132,172,29
3686,132,172,29
3687,82,207,240
3688,82,207,240
3689,82,207,240
3690,82,207,240
3691,82,207,240
3692,82,207,240
3693,79,207,240
3694,79,207,240
3695,82,207,240
3696,82,207,240
3697,79,207,240
3698,79,207,240
3699,158,148,19
3700,145,202,224
3701,125,36,166
3702,148,51,226
3703,148,51,226
3704,145,202,224
3705,125,36,166
3706,148,51,226
3707,148,51,226
3708,148,51,226
3709,148,51,226
3710,148,51,226
3711,148,51,226
3712,183,51,19
3713,183,51,19
3714,148,51,226
3715,148,51,226
3716,148,51,226
3717,148,51,226
3718,183,51,19
3719,183,51,19
3720,77,102,237
3721,77,102,237
3722,77,102,237
3723,77,102,237
3724,82,102,237
3725,82,102,237
3726,82,102,237
3727,82,102,237
3728,82,102,237
3729,74,70,237
3730,74,70,237
3731,74,70,237
3732,74,70,237
3733,74,70,237
3734,82,70,237
3735,82,70,237
3736,82,70,237
3737,82,70,237
3738,82,70,237
3739,135,53,24
3740,135,53,24
3741,234,99,57
3742,234,99,57
3743,208,99,57
3744,234,99,57
3745,234,99,57
3746,234,99,57
3747,234,99,57
3748,234,99,57
3749,208,99,57
3750,234,99,57
3751,234,99,57
3752,234,99,57
3753,234,99,57
3754,203,223,64
3755,128,127,179
3756,128,127,179
3757,145,202,224
3758,145,202,224
3759,148,51,226
3760,148,51,226
3761,145,202,224
3762,145,202,224
3763,148,51,226
3764,148,51,226
3765,148,51,226
3766,148,51,226
3767,148,51,226
3768,148,51,226
3769,183,51,19
3770,183,51,19
3771,148,51,226
3772,148,51,226
3773,148,51,226
3774,148,51,226
3775,183,51,19
3776,183,51,19
3777,37,128,224
3778,37,128,224
3779,37,128,224
3780,37,128,224
3781,37,128,224
3782,37,128,224
3783,37,128,224
3784,37,128,224
3785,37,128,224
3786,37,128,224
3787,49,5,214
3788,49,5,214
3789,49,5,214
3790,49,5,214
3791,49,5,214
3792,49,5,214
3793,49,5,214
3794,49,5,214
3795,62,128,224
3796,62,128,224
3797,42,124,224
3798,42,124,224
3799,62,128,224
3800,62,128,224
3801,42,124,224
3802,42,124,224
3803,62,128,224
3804,62,128,224
3805,42,124,224
3806,42,124,224
3807,62,128,224
3808,62,128,224
3809,42,124,224
3810,42,124,224
3811,223,137,64
3812,223,137,64
3813,223,137,64
3814,223,137,64
3815,223,137,64
3816,223,137,64
3817,223,137,64
3818,223,137,64
3819,223,137,64
3820,223,137,64
3821,223,137,64
3822,223,137,64
3823,223,137,64
3824,206,173,29
3825,206,173,29
3826,208,173,29
3827,208,173,29
3828,206,173,29
3829,206,173,29
3830,206,173,29
3831,206,173,29
3832,206,173,29
3833,206,173,29
3834,208,173,29
3835,208,173,29
3836,206,173,29
3837,206,173,29
3838,244,99,57
3839,244,99,57
3840,244,196,57
3841,244,196,57
3842,244,99,57
3843,244,99,57
3844,244,196,57
3845,244,196,57
3846,244,99,57
3847,244,99,57
3848,85,99,57
3849,85,196,57
3850,85,99,57
3851,85,196,57
3852,203,223,64
3853,203,223,64
3854,203,223,64
3855,203,223,64
3856,203,223,64
3857,203,223,64
3858,203,223,64
3859,203,223,64
3860,203,223,64
3861,193,223,64
3862,195,227,3
3863,195,227,3
3864,195,227,3
3865,44,128,224
3866,44,128,224
3867,50,116,224
3868,50,116,224
3869,44,128,224
3870,44,128,224
3871,133,208,237
3872,133,208,237
3873,143,208,237
3874,133,208,237
3875,143,208,237
3876,143,208,237
3877,133,176,237
3878,133,176,237
3879,143,176,237
3880,133,176,237
3881,143,176,237
3882,143,176,237
3883,133,176,237
3884,133,176,237
3885,143,176,237
3886,133,176,237
3887,143,176,237
3888,143,176,237
3889,133,122,237
3890,143,122,237
3891,133,122,237
3892,143,122,237
3893,143,122,237
3894,133,176,237
3895,143,176,237
3896,133,176,237
3897,143,176,237
3898,143,176,237
3899,128,176,237
3900,138,176,237
3901,128,176,237
3902,138,176,237
3903,138,176,237
3904,128,176,237
3905,138,176,237
3906,128,176,237
3907,138,176,237
3908,138,176,237
3909,44,128,224
3910,44,128,224
3911,50,116,224
3912,50,116,224
3913,44,128,224
3914,44,128,224
3915,195,227,203
3916,195,227,203
3917,102,72,227
3918,140,72,227
3919,102,72,227
3920,140,72,227
3921,153,72,227
3922,105,72,227
3923,146,72,227
3924,105,72,227
3925,105,58,227
3926,146,72,227
3927,146,58,227
3928,161,72,227
3929,115,72,227
3930,156,72,227
3931,102,72,227
3932,140,72,227
3933,206,173,29
3934,206,173,29
3935,208,173,29
3936,208,173,29
3937,206,173,29
3938,206,173,29
3939,206,173,29
3940,206,173,29
3941,206,173,29
3942,206,173,29
3943,208,173,29
3944,208,173,29
3945,206,173,29
3946,206,173,29
3947,195,62,3
3948,195,62,3
3949,195,62,203
3950,195,62,203
3951,82,215,240
3952,82,215,240
3953,82,215,240
3954,82,215,240
3955,82,215,240
3956,82,215,240
3957,82,215,240
3958,79,215,240
3959,79,215,240
3960,79,207,240
3961,79,215,240
3962,79,215,240
3963,79,215,240
3964,79,215,240
3965,226,126,29
3966,226,126,29
3967,85,215,237
3968,85,215,237
3969,85,215,237
3970,85,215,237
3971,85,215,237
3972,85,215,237
3973,85,215,237
3974,96,215,237
3975,79,215,237
3976,79,215,237
3977,79,215,237
3978,79,215,237
3979,79,215,237
3980,79,215,237
3981,77,185,237
3982,77,185,237
3983,77,185,237
3984,77,185,237
3985,77,185,237
3986,77,185,237
3987,102,72,227
3988,140,72,227
3989,153,72,227
3990,105,72,227
3991,146,72,227
3992,105,72,227
3993,105,58,227
3994,146,72,227
3995,146,58,227
3996,161,72,227
3997,115,72,227
3998,156,72,227
3999,77,102,237
4000,77,102,237
4001,77,102,237
4002,77,102,237
4003,82,102,237
4004,82,102,237
4005,82,102,237
4006,82,102,237
4007,82,102,237
4008,74,70,237
4009,74,70,237
4010,74,70,237
4011,74,70,237
4012,74,70,237
4013,82,70,237
4014,82,70,237
4015,82,70,237
4016,82,70,237
4017,82,70,237
4018,105,128,224
4019,105,128,224
4020,111,116,224
4021,111,116,224
4022,105,128,224
4023,105,128,224
4024,111,116,224
4025,111,116,224
4026,82,215,240
4027,82,215,240
4028,82,215,240
4029,82,215,240
4030,82,215,240
4031,82,215,240
4032,82,215,240
4033,82,215,240
4034,79,215,240
4035,79,215,240
4036,79,215,240
4037,79,215,240
4038,79,215,240
4039,79,215,240
4040,79,215,240
4041,79,215,240
4042,105,128,224
4043,105,128,224
4044,111,116,224
4045,111,116,224
4046,105,128,224
4047,105,128,224
4048,111,116,224
4049,111,116,224
4050,85,215,237
4051,85,215,237
4052,85,215,237
4053,85,215,237
4054,85,215,237
4055,85,215,237
4056,85,215,237
4057,85,215,237
4058,79,215,237
4059,79,215,237
4060,79,215,237
4061,79,215,237
4062,79,215,237
4063,79,215,237
4064,79,215,237
4065,79,215,237
4066,77,185,237
4067,77,185,237
4068,77,185,237
4069,77,185,237
4070,77,185,237
4071,77,185,237
4072,77,128,224
4073,77,128,224
4074,75,116,224
4075,75,116,224
4076,77,128,224
4077,77,128,224
4078,75,116,224
4079,75,116,224
4080,77,128,224
4081,77,128,224
4082,75,116,224
4083,75,116,224
4084,77,128,224
4085,77,128,224
4086,75,116,224
4087,75,116,224
4088,102,72,227
4089,102,72,227
4090,140,72,227
4091,140,72,227
4092,102,72,227
4093,102,72,227
4094,140,72,227
4095,140,72,227
4096,153,72,227
4097,153,72,227
4098,105,72,227
4099,105,72,227
4100,146,72,227
4101,146,72,227
4102,105,72,227
4103,105,72,227
4104,105,58,227
4105,105,58,227
4106,146,72,227
4107,146,72,227
4108,146,58,227
4109,146,58,227
4110,161,72,227
4111,161,72,227
4112,153,72,227
4113,115,72,227
4114,156,72,227
4115,156,72,227
4116,226,126,29
4117,226,126,29
4118,226,126,29
4119,132,172,29
4120,132,172,29
4121,132,172,29
4122,132,172,29
4123,102,72,227
4124,140,72,227
4125,102,72,227
4126,140,72,227
4127,153,72,227
4128,105,72,227
4129,146,72,227
4130,105,72,227
4131,105,58,227
4132,146,72,227
4133,146,58,227
4134,153,72,227
4135,115,72,227
4136,156,72,227
4137,102,188,224
4138,102,188,224
4139,102,188,224
4140,102,188,224
4141,102,188,224
4142,118,188,224
4143,118,188,224
4144,118,188,224
4145,118,188,224
4146,118,188,224
4147,115,184,224
4148,115,184,224
4149,115,184,224
4150,115,184,224
4151,115,184,224
4152,130,184,224
4153,130,184,224
4154,130,184,224
4155,130,184,224
4156,130,184,224
4157,115,184,224
4158,115,184,224
4159,115,184,224
4160,115,184,224
4161,107,184,224
4162,107,184,224
4163,107,184,224
4164,107,184,224
4165,130,184,224
4166,135,253,212
4167,135,253,212
4168,95,253,212
4169,95,253,212
4170,95,45,212
4171,95,45,212
4172,135,253,212
4173,135,253,212
4174,143,253,212
4175,143,253,212
4176,148,45,212
4177,148,45,212
4178,95,45,212
4179,95,45,212
4180,148,45,212
4181,148,45,212
4182,95,253,212
4183,95,253,212
4184,143,253,212
4185,143,253,212
4186,135,253,212
4187,135,253,212
4188,135,253,212
4189,135,253,212
4190,95,253,212
4191,95,253,212
4192,95,253,212
4193,143,253,212
4194,143,253,212
4195,143,253,212
4196,95,45,212
4197,95,253,212
4198,95,253,212
4199,148,45,212
4200,95,253,212
4201,95,253,212
4202,95,253,212
4203,143,253,212
4204,143,253,212
4205,143,253,212
4206,95,45,212
4207,95,45,212
4208,143,253,212
4209,143,253,212
4210,102,36,212
4211,102,36,212
4212,138,36,212
4213,138,36,212
4214,135,253,212
4215,135,253,212
4216,135,253,212
4217,135,253,212
4218,199,234,144
4219,199,7,144
4220,102,36,212
4221,102,36,212
4222,138,36,212
4223,138,36,212
4224,143,253,212
4225,143,253,212
4226,143,253,212
4227,133,253,212
4228,133,253,212
4229,133,253,212
4230,135,253,212
4231,135,253,212
4232,135,253,212
4233,135,253,212
4234,135,253,212
4235,102,36,212
4236,102,36,212
4237,135,213,212
4238,135,213,212
4239,156,213,212
4240,156,213,212
4241,156,213,212
4242,95,253,212
4243,135,253,212
4244,143,253,212
4245,143,253,212
4246,95,45,212
4247,148,45,212
4248,102,45,212
4249,102,45,212
4250,138,36,212
4251,138,36,212
4252,143,253,212
4253,143,253,212
4254,143,253,212
4255,156,213,212
4256,133,253,212
4257,133,253,212
4258,135,253,212
4259,135,253,212
4260,135,253,212
4261,135,253,212
4262,135,253,212
4263,135,253,212
4264,135,213,212
4265,135,213,212
4266,135,213,212
4267,156,213,212
4268,156,213,212
4269,95,253,212
4270,95,253,212
4271,95,253,212
4272,143,253,212
4273,143,253,212
4274,95,45,212
4275,95,45,212
4276,148,45,212
4277,148,45,212
4278,95,253,212
4279,143,253,212
4280,95,253,212
4281,135,253,212
4282,143,253,212
4283,148,45,212
4284,24,253,212
4285,135,253,212
4286,95,253,212
4287,143,253,212
4288,95,45,212
4289,148,45,212
4290,102,36,212
4291,138,36,212
4292,138,36,212
4293,24,253,212
4294,24,253,212
4295,135,253,212
4296,135,253,212
4297,199,234,212
4298,102,36,212
4299,138,36,212
4300,143,253,212
4301,143,253,212
4302,143,253,212
4303,133,253,212
4304,133,253,212
4305,133,253,212
4306,24,253,212
4307,24,253,212
4308,24,253,212
4309,135,253,212
4310,135,253,212
4311,135,253,212
4312,135,213,212
4313,135,213,212
4314,138,36,212
4315,143,253,212
4316,156,213,212
4317,156,213,212
4318,95,253,212
4319,95,253,212
4320,143,253,212
4321,95,45,212
4322,95,45,212
4323,148,45,212
4324,102,36,212
4325,138,36,212
4326,135,253,212
4327,138,36,212
4328,143,253,212
4329,143,253,212
4330,143,253,212
4331,133,253,212
4332,133,253,212
4333,133,253,212
4334,24,253,212
4335,143,253,212
4336,95,45,212
4337,135,253,212
4338,135,213,212
4339,135,213,212
4340,156,213,212
4341,156,213,212
4342,95,253,212
4343,95,253,212
4344,143,253,212
4345,143,253,212
4346,95,45,212
4347,95,45,212
4348,148,45,212
4349,148,45,212
4350,82,207,240
4351,82,207,240
4352,79,207,240
4353,79,207,240
4354,82,207,240
4355,82,207,240
4356,79,207,240
4357,79,207,240
4358,135,2,219
4359,246,102,83
4360,183,40,67
4361,183,40,67
4362,183,40,67
4363,150,22,234
4364,150,22,234
4365,97,235,224
4366,97,235,224
4367,97,235,224
4368,113,235,224
4369,113,235,224
4370,97,235,224
4371,97,235,224
4372,113,235,224
4373,113,235,224
4374,97,235,224
4375,97,235,224
4376,97,235,224
4377,132,21,211
4378,132,21,211
4379,132,21,211
4380,142,21,211
4381,142,21,211
4382,142,21,211
4383,142,21,211
4384,137,184,24
4385,137,184,24
4386,137,184,24
4387,137,184,24
4388,185,6,31
4389,185,6,31
4390,185,6,31
4391,185,6,31
4392,45,150,57
4393,45,150,57
4394,45,150,57
4395,35,150,52
4396,35,52,52
4397,35,150,52
4398,35,150,52
4399,35,150,52
4400,33,28,229
4401,33,28,229
4402,119,122,254
4403,210,38,97
4404,210,38,97
4405,188,68,97
4406,188,68,97
4407,188,68,97
4408,188,68,97
4409,188,68,97
4410,188,68,97
4411,188,68,97
4412,188,68,97
4413,188,68,97
4414,168,125,209
4415,168,125,209
4416,168,125,209
4417,168,125,209
4418,181,245,209
4419,181,245,209
4420,181,245,209
4421,181,245,209
4422,168,125,209
4423,168,125,209
4424,168,125,209
4425,168,125,209
4426,196,245,209
4427,196,245,209
4428,196,245,209
4429,196,245,209
4430,110,186,57
4431,110,186,57
4432,110,186,57
4433,110,186,57
4434,110,186,57
4435,110,186,57
4436,110,186,57
4437,36,20,57
4438,52,20,57
4439,41,20,57
4440,52,20,57
4441,41,20,57
4442,52,20,57
4443,41,20,57
4444,52,20,57
4445,54,20,57
4446,214,233,153
4447,214,233,153
4448,214,233,153
4449,214,233,153
4450,172,164,236
4451,172,164,236
4452,172,164,236
4453,172,164,236
4454,188,164,236
4455,172,164,236
4456,111,42,31
4457,111,42,31
4458,127,42,31
4459,114,42,31
4460,167,155,247
4461,167,155,247
4462,115,95,21
4463,115,95,21
4464,168,155,222
4465,168,155,222
4466,189,155,222
4467,189,155,222
4468,168,155,222
4469,168,155,222
4470,189,155,222
4471,189,155,222
4472,168,155,222
4473,168,155,222
4474,189,155,222
4475,189,155,222
4476,145,228,8
4477,160,228,8
4478,145,228,8
4479,145,228,8
4480,145,228,8
4481,135,27,8
4482,135,22,8
4483,135,27,8
4484,135,53,24
4485,150,6,28
4486,195,196,83
4487,195,196,83
4488,195,60,83
4489,195,60,83
4490,214,221,191
4491,214,221,191
4492,214,221,191
4493,214,221,191
4494,214,221,191
4495,214,221,191
4496,214,221,191
4497,214,221,191
4498,214,221,191
4499,214,221,191
4500,214,221,191
4501,214,221,191
4502,103,17,228
4503,191,147,63
4504,180,17,63
4505,191,147,63
4506,62,102,50
4507,195,86,54
4508,195,86,54
4509,195,86,54
4510,195,86,54
4511,195,86,54
4512,195,86,54
4513,195,86,54
4514,195,86,54
4515,195,86,54
4516,152,243,57
4517,152,243,57
4518,184,162,93
4519,184,162,93
4520,152,243,57
4521,152,243,57
4522,152,243,57
4523,152,243,57
4524,152,243,57
4525,117,47,59
4526,119,65,59
4527,114,93,31
4528,114,93,31
4529,195,153,102
4530,36,22,11
4531,36,22,11
4532,36,22,11
4533,36,22,11
4534,142,251,135
4535,142,251,135
4536,142,251,135
4537,133,170,237
4538,133,170,237
4539,8,210,133
4540,8,210,133
4541,8,210,133
4542,8,210,133
4543,8,210,133
4544,8,210,133
4545,8,210,133
4546,8,210,133
4547,8,210,133
4548,8,210,133
4549,8,210,133
4550,8,210,133
4551,193,251,166
4552,193,212,151
4553,193,212,151
4554,193,212,151
4555,193,212,151
4556,193,212,151
4557,193,212,151
4558,193,212,151
4559,193,212,151
4560,24,215,133
4561,24,215,133
4562,92,215,133
4563,24,215,133
4564,24,215,133
4565,195,109,158
4566,195,109,158
4567,195,109,158
4568,195,109,158
4569,163,89,237
4570,163,89,237
4571,163,89,237
4572,163,89,237
4573,163,89,237
4574,163,89,237
4575,163,89,237
4576,163,89,237
4577,190,237,219
4578,190,237,219
4579,190,237,219
4580,190,237,219
4581,190,237,219
4582,190,237,219
4583,190,237,219
4584,190,242,219
4585,203,213,113
4586,203,213,113
4587,130,80,16
4588,130,80,16
4589,130,80,16
4590,130,80,16
4591,130,80,16
4592,130,80,16
4593,130,80,16
4594,170,157,130
4595,170,157,130
4596,170,157,130
4597,170,157,130
4598,170,157,130
4599,203,28,57
4600,203,28,57
4601,203,28,57
4602,203,28,57
4603,254,62,211
4604,254,62,211
4605,172,19,242
4606,172,19,242
4607,172,19,242
4608,172,19,242
4609,172,19,242
4610,172,19,242
4611,172,19,242
4612,172,19,242
4613,172,19,242
4614,223,204,244
4615,223,204,244
4616,223,204,244
4617,223,204,244
4618,137,190,62
4619,137,190,62
4620,137,190,62
4621,190,153,219
4622,190,153,219
4623,190,153,219
4624,190,153,219
4625,190,153,219
4626,180,159,234
4627,188,31,206
4628,188,31,206
4629,188,31,206
4630,188,31,206
4631,188,31,206
4632,220,155,183
4633,220,155,183
4634,220,155,183
4635,220,155,183
4636,220,155,183
4637,220,155,183
4638,155,22,41
4639,155,22,41
4640,229,22,41
4641,229,22,41
4642,183,22,41
4643,186,22,41
4644,188,22,41
4645,186,22,41
4646,191,221,143
4647,191,221,143
4648,191,221,143
4649,191,221,143
4650,191,221,143
4651,191,221,143
4652,180,176,239
4653,180,176,239
4654,180,176,239
4655,180,176,239
4656,119,128,229
4657,119,128,229
4658,119,128,229
4659,119,128,229
4660,180,244,239
4661,180,244,239
4662,155,151,216
4663,155,151,216
4664,155,151,216
4665,155,151,216
4666,174,235,38
4667,174,235,38
4668,174,235,38
4669,174,235,38
4670,174,235,38
4671,175,206,183
4672,175,206,183
4673,175,206,183
4674,175,206,183
4675,74,23,249
4676,74,23,249
4677,74,23,249
4678,74,23,249
4679,74,23,249
4680,205,2,41
4681,205,2,41
4682,205,2,41
4683,205,2,41
4684,205,2,41
4685,205,2,41
4686,196,187,148
4687,196,187,148
4688,196,187,148
4689,196,187,148
4690,196,187,148
4691,196,187,148
4692,196,187,148
4693,239,233,194
4694,239,233,194
4695,239,233,194
4696,239,233,194
4697,239,233,194
4698,239,233,194
4699,239,233,194
4700,239,233,194
4701,239,233,194
4702,239,233,194
4703,148,98,194
4704,148,98,194
4705,148,98,194
4706,148,98,194
4707,148,98,194
4708,148,98,194
4709,148,98,194
4710,148,98,194
4711,148,98,194
4712,148,98,194
4713,148,98,194
4714,148,98,194
4715,148,98,194
4716,148,98,194
4717,161,10,214
4718,161,10,214
4719,161,10,214
4720,161,10,214
4721,158,16,217
4722,158,16,217
4723,158,16,217
4724,158,16,217
4725,158,16,217
4726,158,16,217
4727,158,16,217
4728,155,151,216
4729,155,151,216
4730,155,151,216
4731,193,212,151
4732,155,151,216
4733,193,212,151
4734,161,10,214
4735,161,10,214
4736,193,212,151
4737,193,212,151
4738,193,212,151
4739,167,155,247
4740,167,155,247
4741,119,230,44
4742,77,60,219
4743,77,60,219
4744,77,60,219
4745,77,60,219
4746,22,60,219
4747,22,60,219
4748,22,60,219
4749,22,60,219
4750,22,60,219
4751,22,60,219
4752,22,60,219
4753,22,60,219
4754,117,105,216
4755,117,105,216
4756,117,105,216
4757,117,105,216
4758,117,105,216
4759,117,105,216
4760,117,105,216
4761,117,120,216
4762,200,105,249
4763,200,105,249
